IP address,Protocol version,User agent,Connected since,Services,Height,Hostname,City,Country code,Latitude,Longitude,Timezone,ASN,Organization name,Coordinates
"qp6ro3mnogsi7manj3gdt5xhic43n45fumvg527z5uvtoy3vyp7re6yd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T14:58:45.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"185.25.48.184:8333",70016,"/Satoshi:22.0.0/","2022-10-25T09:50:25.000Z",1037,760762,"185-25-48-184.bacloud.com",,"LT",55.4167,24,"Europe/Vilnius","AS61272","Informacines sistemos ir technologijos, UAB","55.4167, 24"
"ujvv3efcq3ckfisyrkasw6blhwpa7yjlud44fy7cvxxd2ug7jet7styd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-29T02:36:15.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"nnsjzrqnb2to24hrixuevoj4ypur63rclrr4la5lkgb5nqkpzvdjlfid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T13:05:30.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"3.138.188.154:8333",70016,"/Satoshi:23.0.0/","2022-10-26T19:03:48.000Z",1033,760762,"ec2-3-138-188-154.us-east-2.compute.amazonaws.com","Columbus","US",39.9625,-83.0061,"America/New_York","AS16509","AMAZON-02","39.9625, -83.0061"
"[2a02:810b:10a0:269c:fd89:4467:377:6775]:8333",70016,"/Satoshi:23.0.0/","2022-10-28T09:19:52.000Z",1033,760762,"2a02:810b:10a0:269c:fd89:4467:377:6775","Neuwied","DE",50.4305,7.4498,"Europe/Berlin","AS3209","Vodafone GmbH","50.4305, 7.4498"
"7plwa6q6pg42rw3iynoswlywgktp6w56gafuhj2ao2idqjtxh4oevtid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-22T20:49:27.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"rdafmvqb3bkrzfj63phcibglwifqowwnutwerzonm2fvaiuh2adeuxqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T02:11:42.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"78.47.147.220:8333",70015,"/Satoshi:0.20.0/","2022-09-21T21:56:07.000Z",1032,760762,"static.220.147.47.78.clients.your-server.de","Loffingen","DE",47.882,8.3509,"Europe/Berlin","AS24940","Hetzner Online GmbH","47.882, 8.3509"
"73.155.239.102:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T23:16:37.000Z",1033,760762,"c-73-155-239-102.hsd1.tx.comcast.net","League City","US",29.5183,-95.0977,"America/Chicago","AS7922","COMCAST-7922","29.5183, -95.0977"
"47.145.220.215:8333",70016,"/Satoshi:22.0.0/","2022-10-27T06:02:09.000Z",1032,760762,"47.145.220.215","Chino Hills","US",33.9776,-117.7375,"America/Los_Angeles","AS5650","FRONTIER-FRTR","33.9776, -117.7375"
"xmgzklukia7yrp3qmti46oscar5c65plh3fuifc5shm6h7mrhww7chid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T05:54:14.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"cbeidsfqn7hblhsfnu2kch4i5xofcepoahhv3jll4xcibf3e7chaeqyd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:16:38.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"[2a01:4f8:222:16d6::2]:8333",70015,"/Satoshi:0.18.1/","2022-09-21T21:56:08.000Z",1037,760762,"2a01:4f8:222:16d6::2",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
"e2tlrmpeezdedlvd2bbjygt3cemqgsxdiqsqwyhmigh33fkrz2pwd7qd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T20:34:53.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"loph3phk6mz5wxbs6yaze4plwle4z3n3odc6a4meaaz52nldwehci4id.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-27T07:28:57.000Z",1032,760762,,,,,,,"TOR","Tor network","0, 0"
"205.250.162.92:8333",70016,"/Satoshi:23.0.0/","2022-09-21T21:56:11.000Z",1033,760762,"d205-250-162-92.bchsia.telus.net","North Vancouver","CA",49.3164,-123.0572,"America/Vancouver","AS852","TELUS Communications","49.3164, -123.0572"
"q7b7oaxeks4vft25z4xvcjkoibgsrnoxop62qvpkklkp2p2fee3lj7id.onion:8333",70016,"/Satoshi:0.21.1/","2022-10-28T23:50:12.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"lb7vui3p33m4r4yneuvqq3hhmkfsmxlp6xh7j7ltropaz6wjtidsg4qd.onion:8333",70016,"/Satoshi:22.0.0(RoninDojo 1.13.0)/","2022-10-28T16:16:23.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"pguxkpdjwas7fl2ticequiu26vrujuynf5ypmwk64rskktvv3ungiuad.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-26T12:53:06.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"46.172.234.97:8333",70016,"/Satoshi:22.0.0/","2022-10-28T11:18:52.000Z",1033,760762,"46.172.234.97","Andorra la Vella","AD",42.5015,1.5144,"Europe/Andorra","AS6752","Andorra Telecom, S.a.u.","42.5015, 1.5144"
"51.222.152.238:8339",70015,"/Satoshi:0.20.1(Omni:0.11.0)/","2022-10-28T17:25:46.000Z",1033,760762,"ns5006902.ip-51-222-152.net",,"CA",45.4995,-73.5848,"America/Toronto","AS16276","OVH SAS","45.4995, -73.5848"
"37.120.179.29:8333",70016,"/Satoshi:23.0.0/","2022-09-21T21:56:12.000Z",1033,760762,"btc.lastingcoin.net",,"DE",51.2993,9.491,"Europe/Berlin","AS197540","netcup GmbH","51.2993, 9.491"
"95.168.162.24:8333",70016,"/Satoshi:23.0.0/","2022-09-21T21:56:09.000Z",1032,760762,"95.168.162.24",,"NL",52.3824,4.8995,"Europe/Amsterdam","AS60781","LeaseWeb Netherlands B.V.","52.3824, 4.8995"
"ykfx4nxsbis2kowaiqxmyou74nujkz37gxbvlwjs4ybowhrdvvigi2id.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-29T00:40:18.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"h4xyhsyu3jckndkrt3wur3hqklrebizs5xrz5252b4prsnursozijjad.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-29T02:44:58.000Z",1032,760762,,,,,,,"TOR","Tor network","0, 0"
"a7rpgwqj4yblhmpg6aip2cqawodr56xlpcocjhzy5vqr6sbojqv3hfid.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:08:46.000Z",1101,760762,,,,,,,"TOR","Tor network","0, 0"
"nqeo3nhpbjth4j7rjf7kwo6hhwekzc36ozkizmiee6ntocgbfjwyb2ad.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T12:42:40.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"dzx4pvgqnkfgsvh4mruthzt37woujfkyhrgvxgaokjsj4gyftzum7sid.onion:8333",70016,"/Satoshi:22.0.0(RoninDojo 1.14.1)/","2022-10-29T00:56:49.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"zx5ttamyvo4vz3x666eqaez327buy7t2mxl6tfivbc46cdhrtkrrqpqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T04:31:05.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"mplma7j7yke5rnrd6zns5rmjr6cq7dws6vybwhabqas2lmyjem7q47id.onion:8333",70016,"/Satoshi:0.21.1/","2022-10-29T00:06:42.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"13.228.53.43:8333",70015,"/Satoshi:0.19.1/","2022-10-17T05:35:18.000Z",1032,760762,"ec2-13-228-53-43.ap-southeast-1.compute.amazonaws.com","Singapore","SG",1.2864,103.8503,"Asia/Singapore","AS16509","AMAZON-02","1.2864, 103.8503"
"34.71.25.216:8333",70016,"/Satoshi:23.0.0/","2022-10-27T03:08:10.000Z",1033,760762,"216.25.71.34.bc.googleusercontent.com","Council Bluffs","US",41.2591,-95.8517,"America/Chicago","AS396982","GOOGLE-CLOUD-PLATFORM","41.2591, -95.8517"
"vfksduc63nejh67hnawanvn3kzqrnkg7aypacpcp7ldo4ih67mtovoqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:16:37.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"ubuo23llobin7izctxoc5yytxhikchyplzsvnxhrs6iegymi5zvs6byd.onion:8333",70016,"/Satoshi:22.0.0(RoninDojo 1.13.0)/","2022-10-29T02:44:38.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"34.239.226.32:8333",70016,"/Satoshi:21.99.0/","2022-10-28T02:25:12.000Z",1033,760762,"ec2-34-239-226-32.compute-1.amazonaws.com","Ashburn","US",39.0469,-77.4903,"America/New_York","AS14618","AMAZON-AES","39.0469, -77.4903"
"167.235.31.105:8333",70016,"/Satoshi:22.0.0/","2022-10-28T22:02:56.000Z",1032,760762,"static.105.31.235.167.clients.your-server.de",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
"212.185.228.53:8333",70015,"/Satoshi:0.20.0/","2022-09-27T02:37:04.000Z",1037,760762,"pd4b9e435.dip0.t-ipconnect.de","Cologne","DE",50.9532,6.9115,"Europe/Berlin","AS3320","Deutsche Telekom AG","50.9532, 6.9115"
"vlkcccu5t6zneddimasutkucp2trru3xmhmpunipqljs5wdabaifr6qd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T01:38:29.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"vpkdseumresregkkdlzagi2dy57iqt6ypw2p5a7ftzvab4ue2w7hebad.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T03:01:29.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"[2001:ba8:1f1:f0fe::2]:8333",70015,"/Satoshi:0.15.2/","2022-09-21T21:56:09.000Z",13,760762,"2001-ba8-1f1-f0fe-0-0-0-2.autov6rev.bitfolk.space",,"GB",51.4964,-0.1224,"Europe/London","AS8943","Jump Networks Ltd","51.4964, -0.1224"
"133.125.50.180:8333",70016,"/Satoshi:23.0.0/","2022-09-27T14:49:04.000Z",1033,760762,"ik1-443-53676.vs.sakura.ne.jp",,"JP",35.6897,139.6895,"Asia/Tokyo","AS7684","SAKURA Internet Inc.","35.6897, 139.6895"
"98.127.125.9:8333",70016,"/Satoshi:23.99.0/","2022-10-29T02:27:52.000Z",1033,760762,"098-127-125-009.biz.spectrum.com","Helena","US",46.6099,-112.0244,"America/Denver","AS33588","BRESNAN-33588","46.6099, -112.0244"
"166.78.241.25:8333",70016,"/Satoshi:22.0.0/","2022-10-28T12:57:37.000Z",1033,760762,"166.78.241.25",,"US",37.751,-97.822,"America/Chicago","AS19994","RACKSPACE","37.751, -97.822"
"[2a01:e0a:511:8fa0:58a5:9ff2:8aa5:528c]:8333",70016,"/Satoshi:22.0.0/","2022-10-28T07:08:38.000Z",1033,760762,"2a01:e0a:511:8fa0:58a5:9ff2:8aa5:528c","Bedarrides","FR",44.0385,4.899,"Europe/Paris","AS12322","Free SAS","44.0385, 4.899"
"54gvqxtmzqifrcwzcu6kz36fivuoj73zyxyrhjquf3w5bfmrcv3uegqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:25:19.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"hfjtjqzt5crdcnqb7k6hr65hzb2y6x6dk3vutqmoq5zcbe456nbsmyid.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T02:01:02.000Z",1032,760762,,,,,,,"TOR","Tor network","0, 0"
"157.90.126.249:8333",70015,"/Satoshi:0.20.0/","2022-09-21T21:58:11.000Z",1032,760762,"static.249.126.90.157.clients.your-server.de",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
"nn5522emclemomvldiq3ljtludl3srtwmeduinjuhbewgrkkray2bsyd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-27T13:58:55.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"75.46.245.191:8333",70016,"/Satoshi:22.0.0/","2022-10-27T23:42:33.000Z",1033,760762,"75.46.245.191","Spring Hill","US",35.7163,-86.9093,"America/Chicago","AS7018","ATT-INTERNET4","35.7163, -86.9093"
"213.174.156.72:8333",70016,"/Satoshi:23.0.0/","2022-10-05T16:54:57.000Z",1033,760762,"213.174.156.72","Ashburn","US",39.018,-77.539,"America/New_York","AS39572","DataWeb Global Group B.V.","39.018, -77.539"
"[2a01:4f8:1c1e:5f8c::1]:8333",70015,"/Satoshi:0.42.0/","2022-09-21T21:56:11.000Z",1036,746933,"2a01:4f8:1c1e:5f8c::1",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
"109.93.92.153:8333",70016,"/Satoshi:22.0.0/","2022-10-26T22:29:17.000Z",1033,760762,"109-93-92-153.static.isp.telekom.rs","Loznica","RS",44.5323,19.2456,"Europe/Belgrade","AS8400","TELEKOM SRBIJA a.d.","44.5323, 19.2456"
"[2a01:4f8:1c1c:f3ce::1]:8333",70015,"/Satoshi:0.20.0/","2022-10-28T11:11:06.000Z",1032,760762,"2a01:4f8:1c1c:f3ce::1",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
"35.245.234.76:8333",70016,"/Satoshi:22.0.0/","2022-10-28T06:35:35.000Z",1033,760762,"76.234.245.35.bc.googleusercontent.com","Washington","US",38.894,-77.0365,"America/New_York","AS396982","GOOGLE-CLOUD-PLATFORM","38.894, -77.0365"
"fbrdqpsei4xyqba5eqvt33jftjxd6kykev5ndh5vou6u5loqchctkpyd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T18:44:34.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"567ckf7gxoxoun5ympwwphcvzxtc2usqlvu2zggi3b5neznub77gwaid.onion:8333",70016,"/Satoshi:0.21.1/","2022-10-29T00:40:00.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"eoz2jr32ittbuylr2fakbg2rzh6vachla3vo2gc6cnop6y44oomwegqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T02:27:57.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"n6wythsibolbz6hdv3kdxbo3bdhf5wtefgd4tksb224zk577mxytnaid.onion:8333",70016,"/Satoshi:0.21.0/","2022-10-26T10:00:37.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"6i37dxihuv7tfqob352n3dtwbzwrp6laxlic4cq25xlhoqm6s3eu32qd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:33:31.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"5a4omvhqcyf6opfl3z463lzqyinzmvkpta5rcvg3kyg23cd4pwkocuad.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T02:33:37.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"18.166.31.177:8333",70016,"/Satoshi:22.0.0/","2022-10-29T02:11:32.000Z",1033,760762,"ec2-18-166-31-177.ap-east-1.compute.amazonaws.com",,"HK",22.2578,114.1657,"Asia/Hong_Kong","AS16509","AMAZON-02","22.2578, 114.1657"
"y7u77wmg2qxe7lykjcnaepzdxx3rntrdgm6kcgiriyvr57mlzrlt5aqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-29T02:19:49.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"ejfduohxt26c34e35i3gnkwxfkqgqddhhwvmb4ol3faneqjfxfeudoad.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T12:43:12.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"hmmwizdohuspkv26xqu57ef32vsrcylcc5jkvbtnqpf4qmmaikp5quad.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:16:46.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"zsnv34gwdejjmrt2adsv2lreof74bgf2ydpci3ph325jhkp3jwvusbqd.onion:8333",70016,"/Satoshi:0.21.1/","2022-10-28T18:04:38.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"2lljwgn457tt45wvtxjdujvwzd3wowluvsebx3zc42bhp5qnz3fp24id.onion:8333",70016,"/Satoshi:0.21.0/","2022-10-29T00:48:28.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"jabz7zb5ztcwumqcpqhjpitb2s6epht7h5dcxpnvnnaxncfomrvkgwad.onion:8333",70016,"/Satoshi:22.0.0(RoninDojo 1.13.0)/","2022-10-28T23:41:53.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"129.159.197.52:8333",70016,"/Satoshi:22.0.0/","2022-10-26T10:00:00.000Z",1033,760762,"129.159.197.52","Frankfurt am Main","DE",50.1049,8.6295,"Europe/Berlin","AS31898","ORACLE-BMC-31898","50.1049, 8.6295"
"[2405:4802:90e4:3f60:ffff:ffff:ffff:fffd]:8333",70016,"/Satoshi:23.0.0/","2022-10-18T11:14:24.000Z",1033,760762,"2405:4802:90e4:3f60:ffff:ffff:ffff:fffd","Ho Chi Minh City","VN",10.8326,106.6581,"Asia/Ho_Chi_Minh","AS18403","FPT Telecom Company","10.8326, 106.6581"
"[2a01:4f8:151:108b::2]:8333",70016,"/Satoshi:22.0.0/","2022-10-28T20:18:41.000Z",1033,760762,"2a01:4f8:151:108b::2","Gunzenhausen","DE",49.1156,10.7511,"Europe/Berlin","AS24940","Hetzner Online GmbH","49.1156, 10.7511"
"wurbc4wjdilomi44nv6gvk4qna7npihuo2whgibpmuqimertl5czrbad.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:16:45.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"gdql7wuhyzcpwehxzremoiaogh5slblgllio3qok3nrcyuqgd5iyk3yd.onion:8333",70016,"/Satoshi:22.0.0(RoninDojo 1.14.1)/","2022-10-29T02:44:37.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"100.25.60.57:8333",70015,"/Satoshi:0.14.99/","2022-09-22T07:27:47.000Z",12,760762,"ec2-100-25-60-57.compute-1.amazonaws.com","Ashburn","US",39.0469,-77.4903,"America/New_York","AS14618","AMAZON-AES","39.0469, -77.4903"
"178.62.110.44:8333",70016,"/Satoshi:23.0.0/","2022-09-21T21:56:10.000Z",1032,760762,"178.62.110.44","London","GB",51.5368,-0.6718,"Europe/London","AS14061","DIGITALOCEAN-ASN","51.5368, -0.6718"
"173.255.240.205:8333",70016,"/Satoshi:0.21.1(@devinbileck)/","2022-10-28T07:42:01.000Z",1037,760762,"li250-205.members.linode.com","Fremont","US",37.5625,-122.0004,"America/Los_Angeles","AS63949","Linode, LLC","37.5625, -122.0004"
"frzqqjuftgpct4ci4v5hq4mw5og3mnjiktk2soprlfh5apwdpdlm7zyd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T01:11:01.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"[2a01:4f8:262:5122:de54::ae1c]:8333",70016,"/Satoshi:23.0.0/","2022-09-21T21:56:11.000Z",1097,760762,"2a01:4f8:262:5122:de54::ae1c",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
"a4jqc2tqvsjcxlvtbbx4yn6x4mj265usp5xmdo2acfbzmt55ulwdyqqd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T02:25:25.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"[240e:3b2:4e30:ad1:3143:8b43:2828:5b8f]:8333",70016,"/Satoshi:0.21.1/","2022-10-29T00:15:06.000Z",1033,760762,"240e:3b2:4e30:ad1:3143:8b43:2828:5b8f",,"CN",34.7732,113.722,"Asia/Shanghai","AS4134","Chinanet","34.7732, 113.722"
"147.182.210.218:8333",70016,"/Satoshi:0.21.1/","2022-10-24T14:27:21.000Z",1033,760762,"147.182.210.218","North Bergen","US",40.793,-74.0247,"America/New_York","AS14061","DIGITALOCEAN-ASN","40.793, -74.0247"
"50.32.139.247:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T09:11:52.000Z",1033,760762,"50-32-139-247.dlls.pa.frontiernet.net","Dallas","US",41.3472,-75.9854,"America/New_York","AS5650","FRONTIER-FRTR","41.3472, -75.9854"
"46.101.62.88:8333",70016,"/Satoshi:22.0.0/","2022-10-27T01:32:53.000Z",1032,760762,"46.101.62.88","London","GB",51.5368,-0.6718,"Europe/London","AS14061","DIGITALOCEAN-ASN","51.5368, -0.6718"
"74.101.205.254:8333",70015,"/Satoshi:0.20.0/","2022-09-22T12:02:59.000Z",1037,760762,"pool-74-101-205-254.nycmny.fios.verizon.net","New York","US",40.7683,-73.9802,"America/New_York","AS701","UUNET","40.7683, -73.9802"
"7gw3c7zfeqks7qls5t2tfnjayine7appa4ld5zhjwcx4mbmaou5gseid.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T09:44:44.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"3.0.92.194:8333",70016,"/Satoshi:23.0.0/","2022-10-18T09:27:40.000Z",1033,760762,"ec2-3-0-92-194.ap-southeast-1.compute.amazonaws.com","Singapore","SG",1.3036,103.8554,"Asia/Singapore","AS16509","AMAZON-02","1.3036, 103.8554"
"34.93.206.77:8333",70015,"/Satoshi:0.20.1/","2022-10-29T03:01:08.000Z",1037,760761,"77.206.93.34.bc.googleusercontent.com","Mumbai","IN",19.0748,72.8856,"Asia/Kolkata","AS396982","GOOGLE-CLOUD-PLATFORM","19.0748, 72.8856"
"13.209.215.189:8333",70016,"/Satoshi:22.0.0/","2022-10-27T13:02:22.000Z",1033,760762,"ec2-13-209-215-189.ap-northeast-2.compute.amazonaws.com","Incheon","KR",37.4585,126.7015,"Asia/Seoul","AS16509","AMAZON-02","37.4585, 126.7015"
"46.23.87.218:8333",70016,"/Satoshi:23.0.0/","2022-10-10T17:47:04.000Z",1033,760762,"nozomi.sievie.com",,"NL",52.3824,4.8995,"Europe/Amsterdam","AS60131","High5! B.V.","52.3824, 4.8995"
"95.214.234.240:8333",70016,"/Satoshi:23.99.0/","2022-10-24T14:50:44.000Z",1032,760762,".",,"UA",50.4522,30.5287,"Europe/Kyiv","AS30860","Virtual Systems LLC","50.4522, 30.5287"
"74.136.29.251:8333",70016,"/Satoshi:22.0.0/","2022-10-26T12:21:16.000Z",1032,760762,"cpe-74-136-29-251.kya.res.rr.com","Paris","US",38.2083,-84.245,"America/New_York","AS10796","TWC-10796-MIDWEST","38.2083, -84.245"
"95.217.43.125:8333",70016,"/Satoshi:23.0.0/","2022-09-21T21:56:11.000Z",1033,760762,"static.125.43.217.95.clients.your-server.de","Helsinki","FI",60.1719,24.9347,"Europe/Helsinki","AS24940","Hetzner Online GmbH","60.1719, 24.9347"
"isjqpk77nwe3t5oaw32753cur4gw2jsh2geqjk6uwdia5qphbsnrchqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T23:16:41.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"159.246.25.52:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:58:29.000Z",1033,760762,"159.246.25.52",,"US",37.751,-97.822,"America/Chicago","AS30491","CROWELLP","37.751, -97.822"
"gczcajyvi4gozmhe2kcovu3yj7xkcai7bip2amnjxnzlvskev6vf4pqd.onion:8333",70016,"/Satoshi:0.21.0/","2022-10-28T15:22:06.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"63.33.45.187:8333",70016,"/Satoshi:0.21.1/","2022-10-28T11:33:42.000Z",1033,760762,"ec2-63-33-45-187.eu-west-1.compute.amazonaws.com","Dublin","IE",53.3379,-6.2591,"Europe/Dublin","AS16509","AMAZON-02","53.3379, -6.2591"
"119.29.54.159:8333",70016,"/Satoshi:22.0.0/","2022-10-29T02:27:52.000Z",1032,760762,"119.29.54.159",,"CN",34.7732,113.722,"Asia/Shanghai","AS45090","Shenzhen Tencent Computer Systems Company Limited","34.7732, 113.722"
"sbuwztl4p7otsy5vdqbqnqaxkbznzgs5xrni6vxhvlm6s2bhd3w7qcad.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T23:50:31.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"2qyfdgzo7sn65mnalgv2pidlfgfyf6wjkiyc6pv3hivg5erm5ydwpgqd.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T01:03:08.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"z2nocd4haqt257cyr6festid7enoe72qpmu27cuvveoon4rcak4femad.onion:8333",70016,"/Satoshi:23.0.0/","2022-10-28T00:38:25.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"18.157.105.66:8333",70016,"/Satoshi:23.0.0/","2022-10-29T02:44:28.000Z",1033,760762,"ec2-18-157-105-66.eu-central-1.compute.amazonaws.com","Frankfurt am Main","DE",50.1188,8.6843,"Europe/Berlin","AS16509","AMAZON-02","50.1188, 8.6843"
"z3hdtpvmnaz2izvnlopzmfgdb2synsomzgy62h7vlxvsn3yqhgufqjyd.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-28T19:30:45.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"3pec6knhoj7mn2em6xsk7pyfa6gyedpybviy5kyxa37knnvgxzzukayd.onion:8333",70016,"/Satoshi:0.21.0/","2022-10-28T17:02:55.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"45.63.54.13:8333",70016,"/Satoshi:0.21.1/","2022-10-28T21:06:24.000Z",1032,760762,"LAX.CALTICK.NET","Los Angeles","US",34.0544,-118.244,"America/Los_Angeles","AS20473","AS-CHOOPA","34.0544, -118.244"
"wzawg7gwzfqb7iz2lpxe2k72ib62ao3vhc5rsipuciij2uzcnhcguayd.onion:8333",70016,"/Satoshi:22.0.0(FutureBit-Apollo-Node)/","2022-10-28T22:03:00.000Z",1033,760762,,,,,,,"TOR","Tor network","0, 0"
"c5c4pct35j3excbkkuh6oyfyo7o7p37c76ah2p2yarifz5fng3fqgpid.onion:8333",70016,"/Satoshi:22.0.0/","2022-10-29T00:23:20.000Z",1037,760762,,,,,,,"TOR","Tor network","0, 0"
"95.142.173.153:8333",70015,"/Satoshi:0.20.1/","2022-10-05T10:41:51.000Z",1033,760762,"xvm-173-153.dc0.ghst.net",,"FR",48.8582,2.3387,"Europe/Paris","AS203476","GANDI SAS","48.8582, 2.3387"
"135.181.41.129:8333",70015,"/Satoshi:0.20.0/","2022-09-21T21:56:09.000Z",1033,760762,"static.129.41.181.135.clients.your-server.de","Helsinki","FI",60.1719,24.9347,"Europe/Helsinki","AS24940","Hetzner Online GmbH","60.1719, 24.9347"
"24.246.42.94:8333",70015,"/Satoshi:0.17.1/","2022-10-18T17:27:52.000Z",1037,760762,"24-246-42-94.cable.teksavvy.com","Guelph","CA",43.5698,-80.2421,"America/Toronto","AS5645","TEKSAVVY","43.5698, -80.2421"
"[2a01:4f8:202:7144:c49d:e29a:d44a:c6ea]:8333",70016,"/Satoshi:23.0.0/","2022-09-21T22:36:29.000Z",1033,760762,"2a01:4f8:202:7144:c49d:e29a:d44a:c6ea",,"DE",51.2993,9.491,"Europe/Berlin","AS24940","Hetzner Online GmbH","51.2993, 9.491"
